V1,V2,V3,V4,V5,V6,V7,Class
5,1,8150,8149,41836,84070,52383,10
3,2,156053,156029,121140,62750,82710,7
4,4,75292,75278,71971,131794,9675,4
4,2,56352,56341,70718,140869,90404,4
1,1,122835,122817,46472,90895,12505,7
4,4,69263,69249,63674,123903,35515,4
5,1,14579,14577,136355,26773,86184,7
3,4,141928,141908,36588,128472,135945,10
4,4,61839,61828,109079,69773,109315,1
4,1,68704,68690,82259,133183,123914,4
3,4,161650,161625,157717,84674,45689,4
3,1,157624,157600,45316,89538,53499,3
5,3,24768,24764,21757,154859,49293,4
5,2,15927,15925,55834,145724,114543,4
2,2,95636,95621,66650,155373,134097,5
4,3,48059,48051,85200,25838,146732,7
3,1,159772,159747,134175,82638,94625,4
5,1,2066,2066,147795,76681,37075,4
2,1,80422,80408,149229,32943,89588,9
2,2,101361,101345,91945,5155,116236,3
4,2,68202,68189,96982,101292,64331,3
1,2,121635,121617,55134,123031,125992,4
3,1,135430,135410,58091,137629,91390,4
1,1,106350,106333,112591,73134,11039,7
5,1,5836,5836,115682,26055,87787,7
5,4,28920,28916,11589,161543,69213,4
1,4,106863,106846,161680,12429,85377,4
3,4,133937,133917,98980,158923,150321,7
2,1,94307,94292,30305,27642,39107,7
2,3,105097,105080,19347,12684,61338,6
5,2,26490,26486,119779,107214,115639,3
4,1,72846,72832,12272,98134,48635,3
2,3,96092,96077,20613,141357,90918,4
4,3,57562,57551,117371,128539,140217,3
5,2,27405,27401,44879,111113,113602,3
5,1,14196,14195,111378,28778,87022,7
4,1,62763,62750,77238,143123,110889,4
4,2,48681,48673,135158,101094,56246,1
3,4,159188,159163,61524,125602,160311,3
3,1,134747,134727,128252,61975,18501,10
5,3,7634,7633,19608,149550,41730,4
1,2,121391,121373,68652,148739,130687,4
2,3,97575,97559,95396,68627,147504,7
5,1,4404,4404,143136,6458,42324,4
1,1,109067,109049,122787,21132,120146,7
5,2,601,601,57592,133120,20960,7
3,1,148090,148069,55021,133582,112939,10
4,1,71627,71613,77426,161052,95116,4
2,3,85673,85659,44035,56316,134609,3
4,1,55276,55268,105816,94501,39880,7
5,1,5121,5121,121291,22832,19313,10
1,3,119641,119623,147679,14103,88531,4
4,2,69343,69329,42641,26407,22679,4
3,1,159565,159540,109560,24169,78164,4
5,1,18516,18513,126572,82620,7599,4
5,3,34031,34025,110817,129924,144485,3
4,1,43991,43983,64636,74004,49133,3
4,4,55604,55596,137674,7750,85859,9
1,2,130433,130413,124415,92343,108996,4
4,2,55894,55886,100425,127747,1357,9
4,3,69116,69102,55336,48149,22703,6
3,2,138310,138290,62186,162126,90469,4
3,2,150535,150514,119569,115756,127016,2
4,3,70068,70054,15714,65457,138141,7
1,2,127669,127649,25452,8850,39128,4
2,2,78589,78575,122547,57889,16569,3
1,3,126126,126106,88970,43456,141947,7
5,4,23250,23246,87402,37123,155359,7
2,3,92193,92178,129880,59549,113622,9
2,4,103399,103383,81877,80938,154397,7
5,4,5162,5162,128122,53198,141862,10
1,3,109002,108984,84004,46247,138402,7
3,1,149450,149429,97485,49324,22793,8
2,1,78817,78803,132625,81293,57778,4
2,2,86098,86084,117316,11907,93005,7
3,4,163424,163399,9276,144735,51915,4
2,1,96220,96205,24204,134976,52660,3
3,3,162749,162724,117352,1038,158060,1
3,3,160435,160410,25384,123381,10913,4
5,1,43556,43548,31868,53034,54015,3
4,1,48293,48285,107411,103986,25981,7
2,2,84090,84076,54165,147724,85690,4
5,4,38932,38924,153074,28872,133429,4
2,4,102260,102244,96635,36774,158774,3
3,2,149879,149858,99627,58616,80894,7
1,3,130435,130415,154488,79785,133842,4
4,4,45055,45047,157033,29727,67629,4
5,4,21986,21982,98192,117318,158871,3
2,4,95580,95565,25234,155768,129499,5
5,3,20035,20031,19453,157833,68296,4
5,2,31132,31126,71360,123339,12306,3
3,3,154983,154959,154380,20755,91982,4
1,3,131308,131288,99247,21015,130827,7
1,4,115010,114992,71889,39077,152838,7
5,1,19238,19235,140553,121541,43213,3
3,3,146896,146875,156513,47798,110327,4
1,3,124533,124515,26568,156695,88162,4
2,1,92558,92543,154867,35879,82352,9
1,4,109416,109398,98465,65713,154360,7
2,1,96472,96457,135444,46290,103689,4
5,3,2867,2867,35442,130289,85849,5
1,1,122930,122912,46443,88121,9492,7
2,1,95428,95413,79441,44560,68324,3
5,4,42089,42081,10805,143256,89941,4
2,4,91345,91331,56974,31803,155773,3
4,1,72897,72883,40845,57832,11443,3
1,1,120035,120017,90516,83531,1206,3
1,2,129461,129441,38564,117917,52667,5
4,1,55549,55541,77473,102064,37113,9
4,3,59772,59761,22924,114470,42107,4
2,4,90024,90010,6641,148795,66292,4
2,1,86481,86467,148906,35469,79993,9
3,1,137932,137912,71854,141892,134476,5
5,3,23986,23982,95883,56366,48627,9
5,1,24106,24102,85866,101843,12954,2
3,1,150093,150072,141238,68878,37565,9
3,2,148289,148268,35658,120136,48491,3
3,4,156901,156877,52819,150178,159383,5
5,3,39289,39281,154319,30860,49952,4
5,1,18978,18975,101593,62468,87499,4
3,2,158380,158356,5459,48481,34923,3
4,2,54410,54402,88068,11119,13145,4
5,3,9921,9920,70843,152194,118794,7
3,1,143166,143146,122936,59169,112577,8
4,1,51908,51900,44919,45235,87584,7
3,4,148539,148518,158791,49222,70202,4
1,1,118031,118013,114012,43771,81512,4
4,1,66256,66243,78561,44920,36238,1
1,2,111288,111270,45499,122826,13442,4
5,3,12392,12391,125392,78934,162697,3
5,3,22548,22544,73468,51834,141601,7
2,2,90510,90496,26822,97489,58267,10
1,4,131384,131364,131399,33129,110413,9
5,3,40345,40337,65740,55574,125293,7
4,3,69549,69535,156738,114590,158470,3
5,1,32289,32283,135046,49989,52171,9
5,1,19559,19555,47447,152270,124225,5
3,2,151171,151150,58084,63387,28112,10
1,4,112804,112786,161892,9783,90184,4
5,1,40264,40256,115595,52332,49093,7
3,3,139267,139247,556,162869,163685,10
5,1,39723,39715,92692,109583,21580,3
5,1,10785,10784,117223,8127,21902,4
5,3,711,711,83939,138837,133357,7
4,3,59594,59583,18449,128203,85101,4
2,2,98145,98129,148066,7957,87266,9
5,4,24019,24015,98074,51958,108878,2
1,2,121195,121177,73220,126004,42759,3
5,3,7974,7973,7860,145742,110919,4
1,2,116604,116586,47309,95236,9877,3
4,1,67613,67600,105359,104808,13906,7
1,3,126243,126223,119553,23909,110194,9
5,3,38799,38791,134138,99053,119744,1
5,4,39460,39452,131315,60728,147046,10
4,3,57890,57879,49557,30376,126471,8
2,2,83701,83687,118539,4126,31274,10
4,2,68712,68698,56848,152788,85968,4
2,2,101750,101734,53093,143786,120732,4
4,1,60224,60213,47807,86359,7061,10
3,2,154785,154761,125551,24626,33698,4
4,2,60346,60335,44549,24032,18543,3
2,4,95801,95786,8209,156899,106436,4
5,2,833,833,84145,110814,30872,7
5,2,26764,26760,115893,83107,31748,7
5,1,10952,10951,115306,4775,32916,10
2,3,77718,77704,32617,163077,37482,4
4,3,44419,44411,57282,16316,111379,7
3,3,136436,136416,118795,132223,146785,3
3,3,146007,145986,99825,101880,113782,3
4,1,69642,69628,127345,127335,59649,3
2,1,98878,98862,68017,156543,84397,4
2,3,80221,80207,123745,57746,125716,9
5,3,20499,20495,20139,86124,144530,3
2,1,87048,87034,61857,157500,106565,4
2,1,93364,93349,41072,123876,10087,3
4,3,58648,58637,32090,80799,147159,3
3,2,151947,151926,21074,77392,35298,3
3,3,161363,161338,147325,84493,52971,4
1,3,110519,110501,4627,163401,118613,4
4,2,69675,69661,17015,1008,163583,3
3,4,141615,141595,5525,141054,131163,4
2,1,89302,89288,101318,54439,83024,4
1,3,124350,124332,18332,137570,97571,4
5,2,30420,30416,120857,47941,97188,4
1,4,106815,106798,160507,7310,57318,4
4,3,72164,72150,134736,36589,31426,1
5,1,3123,3123,77173,153040,96673,4
5,1,8873,8872,39939,106112,23590,4
5,2,42899,42891,32661,106464,67063,6
5,1,1670,1670,147420,94325,123243,4
5,1,14860,14858,139466,38927,42177,9
1,4,111821,111803,44557,51035,134203,7
5,3,2767,2767,18540,97682,152244,3
3,1,154939,154915,115293,12929,85035,4
4,2,68056,68043,120662,133189,67846,9
4,4,69371,69357,73681,89073,50271,10
5,4,41152,41144,86810,58445,119978,9
4,3,56411,56400,19319,109900,3846,4
4,4,66168,66155,32717,79887,157163,3
4,1,72982,72968,101668,133937,3308,8
3,1,148109,148088,46995,74412,110848,10
3,1,134453,134433,126357,52473,47001,4
4,2,65517,65504,45004,100204,28846,5
5,1,33773,33767,38942,99127,44181,3
1,1,118751,118733,61258,161014,123604,4
3,3,144674,144654,29001,139690,55864,4
5,2,20215,20211,51141,130651,71232,4
1,2,121931,121913,37466,115912,29909,10
3,1,153104,153081,123006,62655,91512,4
4,3,73574,73560,92485,72500,85488,9
5,3,5484,5484,86299,98857,123443,3
1,1,115638,115620,155483,50497,120866,9
4,3,61142,61131,41490,98812,145464,3
5,2,30911,30905,144203,26816,61382,10
3,3,143991,143971,115282,40066,127002,9
5,1,32315,32309,133453,64900,42605,9
5,3,12361,12360,37672,74761,149222,3
2,1,104791,104775,65664,147792,53573,4
1,1,123390,123372,132956,106543,79976,4
4,2,67892,67879,118176,133077,78262,9
4,1,58021,58010,40506,94979,16533,7
4,2,46070,46062,60167,151750,112032,4
1,3,112171,112153,45712,23784,117526,7
4,3,56852,56841,127120,92983,111165,5
2,2,91016,91002,128952,20992,92440,4
5,4,17188,17185,44458,20876,161596,3
3,1,142850,142830,49846,106782,3826,3
4,1,59070,59059,91173,18901,69835,4
5,3,35884,35876,34954,94935,133985,3
4,3,47455,47447,140535,50876,52993,10
4,2,65374,65361,130093,98189,86055,10
5,2,26357,26353,22297,49480,7846,3
5,1,8089,8088,52637,159182,140356,10
5,2,39443,39435,147398,98850,899,10
3,2,139752,139732,16920,76546,80285,3
3,4,155240,155216,157697,138713,153907,10
3,4,137721,137701,115123,18811,128922,9
2,3,77333,77319,140289,115287,129042,3
3,4,155856,155832,67978,53186,148070,7
5,1,12664,12663,114103,88404,71979,1
5,4,42778,42770,1185,89658,127692,5
3,1,151480,151459,5589,8349,5260,6
2,3,99719,99703,129970,111449,145095,3
3,2,143210,143190,113220,57858,90344,7
5,2,29313,29309,51012,129590,38053,4
1,3,107144,107127,141594,94527,146120,3
5,2,28479,28475,104209,23226,87602,3
5,2,38604,38596,93999,7446,69167,3
2,1,85542,85528,38149,62577,88845,3
4,2,54305,54297,86327,8683,1038,4
5,4,37454,37446,8804,152321,94867,4
3,2,143682,143662,128323,28344,33109,7
5,2,16358,16355,38505,138150,95149,5
5,3,7149,7148,126607,54469,123214,9
5,1,19751,19747,57218,156365,80191,4
1,4,125985,125965,62126,43906,146355,7
4,4,44496,44488,44713,1446,143598,11
2,3,81272,81258,19583,154466,89176,4
5,1,43251,43243,37674,97293,19941,4
1,2,122496,122478,19164,19527,69513,10
3,2,151907,151886,1319,82789,42545,10
3,3,139485,139465,154285,115905,150003,3
5,3,28781,28777,18143,122803,76931,5
5,2,12991,12990,135495,39099,82133,4
4,4,56491,56480,5117,147350,65567,4
3,2,138348,138328,61277,161960,91833,4
3,1,135703,135683,34752,93691,40475,3
3,4,141954,141934,35100,96037,151433,10
1,1,129228,129208,156383,99071,103700,10
2,2,88963,88949,9204,130559,17498,7
3,1,150348,150327,144010,48982,38507,9
4,1,73724,73710,131510,146409,56083,9
5,1,26904,26900,133481,101312,54942,7
2,1,97632,97616,98743,74184,58494,7
2,1,95764,95749,69525,159544,89849,4
1,3,111201,111183,1870,120346,139009,6
1,3,106193,106176,95726,141703,135004,7
5,1,29302,29298,42670,152965,153575,4
2,2,87813,87799,10007,69055,64742,6
3,1,138959,138939,5736,62688,122611,6
1,2,110784,110766,43962,152343,106979,10
2,4,87409,87395,10335,161497,67154,4
3,4,164726,164701,38138,131412,156562,10
2,2,97370,97354,104794,9852,131173,7
2,1,88781,88767,26762,109832,95677,7
1,3,117845,117827,41150,75609,122254,7
5,1,19836,19832,55775,156823,76206,4
2,1,77780,77766,67819,158107,119399,4
1,3,109623,109605,127500,68468,123831,9
3,4,163015,162990,109973,40684,134987,9
2,2,91578,91564,102786,47626,53946,7
3,4,148271,148250,25219,107158,158918,3
3,1,160644,160619,64964,157923,93368,4
3,4,157480,157456,14670,144671,130474,10
5,2,26510,26506,84162,126101,23697,3
5,4,28747,28743,12951,126315,91885,5
3,4,164170,164145,16521,75301,156361,3
4,2,75102,75088,1371,17728,49723,6
5,3,14786,14784,113849,30056,75098,9
1,2,132736,132716,5614,63074,19957,6
1,4,129721,129701,8066,159642,38147,4
1,3,132194,132174,21679,145594,115703,4
4,1,66846,66833,81257,73364,89365,10
2,3,93941,93926,138179,77995,162988,10
3,3,162699,162674,99365,28015,135100,7
2,1,80178,80164,150597,44374,102868,9
3,1,161465,161440,83661,78367,64956,4
2,2,90123,90109,69139,146671,122377,4
1,3,111994,111976,50022,11159,130153,7
2,4,78923,78909,160925,43967,41489,4
4,4,56093,56082,87448,135292,158198,3
4,1,46883,46875,83401,26960,100524,4
3,3,133345,133325,16623,43480,131086,3
1,4,130301,130281,158766,26860,67513,4
5,3,7971,7970,8256,146570,105253,4
5,1,7869,7868,60064,152850,57649,4
5,1,10959,10958,116556,4167,27153,10
3,4,140589,140569,162660,61505,91983,4
5,2,41171,41163,142160,23264,77259,9
3,2,152910,152887,22079,100379,39119,3
4,2,63278,63265,26812,77138,61641,10
2,2,104664,104648,76478,133529,89576,4
2,2,87385,87371,56312,119771,61123,4
4,4,69050,69036,112494,117598,155168,6
3,4,142403,142383,162005,77821,93187,4
3,2,133715,133695,20288,113573,122899,7
2,3,92316,92301,128500,58853,94224,9
5,2,8179,8178,28058,107995,75035,10
5,1,33637,33631,44840,115732,9310,10
5,1,38252,38244,41841,106761,15101,10
2,4,75905,75891,104166,144870,152182,7
2,1,82770,82756,43762,42294,51938,7
5,3,2340,2340,161745,14122,26359,10
1,3,126318,126298,121307,20969,108254,9
3,3,149168,149147,92062,93079,145356,3
3,3,163384,163359,44153,160320,67572,5
1,4,114950,114932,71115,38872,154892,7
5,3,34062,34056,101302,98037,125422,3
2,1,87966,87952,14089,108641,35054,6
2,2,104859,104842,75347,133512,114115,4
3,1,149513,149492,113650,45571,33556,7
2,4,95250,95235,161868,40957,28851,4
2,1,101773,101757,67469,145470,68960,4
4,4,47562,47554,152872,16205,91270,10
4,2,46111,46103,71112,119768,96617,4
2,2,77391,77377,85116,148820,76773,3
3,2,137950,137930,55198,156666,116386,4
3,4,157059,157035,14019,140004,9315,4
4,2,64647,64634,34614,64355,128070,7
4,2,63693,63680,36186,105794,38231,4
5,1,5114,5114,130578,24216,470,10
4,4,61363,61352,64627,19267,135951,7
3,2,161691,161666,101596,116352,57877,10
2,4,94586,94571,3819,128368,132401,7
5,1,8646,8645,66220,102961,32779,6
3,2,155704,155680,100057,53211,112595,7
1,3,132838,132818,55913,69723,5105,6
5,4,33029,33023,16819,152733,6740,4
3,4,160064,160039,159416,120110,161267,3
5,3,5062,5062,151661,17392,49229,10
3,4,152990,152967,126638,41690,152140,1
3,2,144425,144405,57984,161214,55273,4
3,2,138929,138909,15552,16425,45897,6
4,2,70757,70743,133518,91694,45762,4
5,4,2722,2722,77594,72919,156036,3
4,1,45644,45636,66387,105538,26920,3
4,1,62770,62757,76533,149412,104011,4
3,3,147685,147664,21972,142391,84849,4
2,2,91964,91950,107869,54351,91788,7
1,1,119555,119537,124730,27434,74125,4
4,4,74115,74101,104515,129713,161482,3
4,3,67396,67383,90327,84599,139727,7
4,2,48555,48547,98619,57285,67436,7
4,3,55406,55398,76895,25036,131054,7
3,3,137198,137178,104475,77287,147174,7
5,2,25481,25477,78771,91311,60131,6
2,4,97756,97740,120179,1490,160769,9
1,2,131709,131689,140087,35285,62574,9
2,4,91173,91159,151782,5056,79817,10
2,2,93026,93011,65864,126783,80392,4
1,3,132088,132068,21838,146950,109138,4
4,3,75448,75434,47176,70606,10982,10
1,2,132394,132374,35424,142991,78306,4
4,2,52934,52926,139879,122528,30712,10
3,1,137904,137884,57060,152027,70879,3
3,2,138588,138568,100292,126163,44706,3
1,4,108961,108943,68641,26571,150824,7
1,2,132408,132388,35735,145225,73621,4
1,4,122487,122469,37528,48686,121057,10
4,2,74625,74611,52020,135643,26828,4
5,3,13485,13484,135681,120433,126414,3
2,2,103857,103841,146371,5382,60975,9
4,2,71694,71680,54042,144992,75514,4
4,4,66931,66918,77303,59426,160680,10
2,2,101392,101376,52464,95743,14680,3
5,1,8620,8619,55635,127683,5385,6
1,1,111202,111184,49184,108737,1481,6
1,2,118983,118965,62178,156071,117590,4
4,1,49125,49117,92503,87554,11838,9
5,1,39685,39677,106089,97000,17640,3
3,1,138878,138858,1567,60810,84582,6
4,1,70056,70042,54542,24405,103678,7
5,3,9992,9991,102082,119826,115128,11
4,3,50138,50130,23025,156837,93444,4
3,4,144097,144077,125081,44514,126816,9
1,1,116952,116934,40438,4127,45931,4
2,2,104477,104461,67030,145574,112589,4
4,2,48667,48659,114873,108212,49703,1
4,3,55545,55537,117553,9511,63303,9
5,3,12416,12415,83100,58495,155743,3
1,1,128937,128917,130646,14760,132202,4
4,3,58107,58096,52758,34826,125147,7
4,3,70930,70916,154547,68546,112655,4
5,2,19122,19119,147590,94144,60863,10
4,2,63062,63049,68586,127971,55730,4
1,2,106531,106514,120410,43567,49775,4
5,1,19904,19900,63910,161770,96110,4
5,4,30983,30977,136629,92231,160504,3
1,1,125099,125081,128405,79849,107556,4
1,1,130722,130702,101280,85076,5704,3
5,1,29594,29590,100017,99238,9790,3
2,2,78054,78040,48669,134246,40394,10
2,1,88622,88608,25258,88004,60076,8
5,1,24263,24259,68465,122409,20728,3
3,2,163551,163526,74853,142403,78036,4
5,2,42278,42270,46737,138159,6847,10
4,3,52585,52577,152424,24046,30465,4
5,2,40785,40777,127101,26709,87349,7
3,3,154481,154458,39687,87283,128649,3
3,3,151275,151254,4600,42081,155383,3
5,1,11324,11323,38824,129306,23377,3
1,3,115363,115345,115637,15736,123932,9
4,1,55378,55370,102713,90798,56385,7
2,2,92363,92348,149799,5593,51274,9
2,1,97642,97626,92870,17029,128857,7
4,1,56800,56789,145534,111006,105888,3
3,4,151340,151319,13788,127234,144764,5
5,2,11052,11051,123679,48756,62447,10
4,2,50939,50931,45957,113427,71707,10
5,3,36545,36537,149245,19224,66155,4
5,3,7844,7843,21296,148362,56284,4
1,3,129915,129895,18839,137736,78670,4
3,4,162143,162118,90033,35232,155891,8
2,4,97064,97048,50813,79906,161365,3
2,4,77686,77672,4020,159839,77571,4
2,2,97594,97578,109890,12471,144766,7
5,3,16079,16076,15923,138383,62216,10
3,1,147703,147682,53605,148705,64376,4
3,2,148479,148458,74127,44428,36505,1
4,1,75494,75480,34073,46609,68554,10
5,1,2948,2948,80233,162062,113484,5
5,1,1696,1696,144129,71724,92249,4
4,3,50788,50780,21314,41587,10802,4
5,3,7818,7817,22190,149308,40794,4
5,1,41185,41177,129800,65735,48770,9
5,1,40756,40748,137851,41237,51951,7
3,3,153457,153434,141820,21162,115430,10
2,3,103180,103164,88234,50318,116902,8
5,4,31151,31145,148718,92137,163743,3
3,4,147117,147096,161826,74806,71425,4
4,4,69183,69169,44742,147785,96593,4
5,2,39180,39172,127015,88813,88411,4
5,1,43377,43369,48334,6557,18608,10
5,3,14037,14036,86292,69651,140841,7
4,2,53358,53350,52586,104927,91984,4
2,4,81026,81012,14181,156403,64977,4
4,4,66189,66176,38950,112957,150974,3
5,2,34454,34448,147927,137759,16715,4
5,2,41650,41642,75391,148586,98528,5
5,3,4122,4122,145673,26295,148293,3
1,2,127082,127062,22062,160473,139361,4
5,4,1479,1479,163587,3677,133604,4
5,4,7742,7741,5463,148723,18142,4
4,2,50381,50373,82903,103326,39411,3
5,2,28547,28543,93995,63160,7275,3
4,2,60426,60415,93105,7488,103636,1
2,2,98486,98470,62146,128144,91993,4
5,1,16212,16209,39333,118495,35743,3
3,2,148881,148860,113882,2748,7534,4
5,4,9678,9677,74693,152156,143759,7
2,1,92725,92710,121138,91445,2059,2
4,3,58081,58070,51224,17137,101316,7
3,1,157849,157825,13030,99811,10684,6
2,3,80454,80440,131368,49959,99542,9
1,3,115703,115685,118852,21074,121159,9
4,1,61845,61834,94836,96541,38582,1
1,3,117925,117907,45870,131749,119585,11
2,3,88816,88802,14955,72935,94234,7
1,2,116578,116560,34321,133001,25216,3
1,3,130727,130707,148107,112026,159793,3
2,1,83609,83595,103512,5865,120071,4
2,3,80959,80945,18504,150391,91174,4
3,2,149232,149211,4834,85557,136236,3
4,4,67951,67938,100372,53093,93395,9
1,1,125033,125015,131963,49395,103077,4
3,4,139268,139248,34179,120628,76064,10
3,4,153268,153245,156753,19242,112518,4
4,4,54361,54353,160878,38881,43368,4
4,1,53146,53138,53150,91399,89521,5
2,4,97759,97743,112355,72709,107757,9
3,1,133689,133669,72645,132374,87630,7
2,1,80405,80391,150746,32032,85089,9
1,1,123647,123629,104309,63405,104750,4
3,1,159104,159079,88053,133876,46349,11
5,3,22941,22937,72649,56573,143430,7
5,3,36586,36578,148940,16992,39224,4
4,1,46049,46041,71978,147568,93324,4
4,3,49081,49073,109975,7847,103894,9
5,1,23383,23379,120809,22007,66792,7
1,4,108174,108156,157498,58766,9070,4
3,4,154735,154711,159849,58643,85090,4
3,1,135689,135669,34008,89324,43848,3
5,3,28609,28605,37138,86669,139025,3
3,1,134159,134139,1140,11590,9393,3
5,3,14362,14360,86314,73236,137356,7
4,2,48684,48676,156916,114616,138236,9
2,3,100863,100847,148180,2496,41460,4
3,1,162274,162249,122559,60825,51725,7
5,1,36118,36110,55115,38809,30716,3
5,1,34316,34310,151594,120010,101694,4
2,1,84057,84043,74747,155017,105266,4
5,1,23888,23884,141388,49298,45798,9
1,1,106071,106054,113382,101252,14638,7
1,4,127877,127857,32134,34387,47989,10
5,3,16142,16139,23390,159882,69214,10
1,3,129782,129762,24129,153527,67194,4
5,1,29440,29436,41435,82424,66430,10
2,4,87302,87288,6983,153141,69511,4
